ds,pagos_qr,monto,comercios,clientes,inflación,dólar,promoción,feriado
2025-03-10,19757,165099387,8079,16455,15.0,983.0,0,0
2025-03-11,19965,172207630,8322,16809,13.8,966.0,0,0
2025-03-12,18651,161768263,8207,16236,15.0,998.0,0,0
2025-03-13,20441,171994460,8270,16859,12.6,983.0,0,0
2025-03-14,20684,177444866,8721,16960,12.4,974.0,0,0
2025-03-15,23936,211519358,8373,16502,13.7,949.0,1,1
2025-03-16,25084,218307993,8210,16352,14.0,992.0,1,1
2025-03-17,20468,176344273,8486,16816,13.7,1019.0,0,0
2025-03-18,20943,173462688,8253,16692,12.0,1018.0,0,0
2025-03-19,21376,184878392,8336,16923,13.6,986.0,0,0
2025-03-20,21316,182230988,8724,17618,12.6,985.0,0,0
2025-03-21,19537,166549841,8544,16888,14.2,1001.0,0,0
2025-03-22,21300,183998083,8318,16555,13.9,980.0,0,1
2025-03-23,23251,202091079,8141,16451,12.9,999.0,0,1
2025-03-24,22023,189173932,8396,16492,13.2,1007.0,0,1
2025-03-25,20948,182289428,8069,16208,12.7,1014.0,0,0
2025-03-26,21413,179898933,8576,17429,13.5,995.0,0,0
2025-03-27,22744,200648898,7985,15868,14.3,993.0,1,0
2025-03-28,21552,183911992,8423,17252,12.8,984.0,0,0
2025-03-29,24036,208714562,7961,16597,14.0,985.0,1,1
2025-03-30,22504,188420637,8398,16799,13.1,994.0,0,1
2025-03-31,19067,164297074,8184,16630,12.9,1004.0,0,0
2025-04-01,21266,183523580,8863,17827,13.4,1012.0,0,0
2025-04-02,21175,183658546,8375,17137,12.7,987.0,0,0
2025-04-03,20341,176273481,9016,17549,13.1,1022.0,0,0
2025-04-04,21943,185968081,8783,17830,12.5,996.0,0,0
2025-04-05,21646,187572411,8557,17287,15.0,1000.0,0,1
2025-04-06,25974,229560695,8393,16634,13.5,989.0,1,1
2025-04-07,20142,171651032,8299,17148,12.9,964.0,0,0
2025-04-08,19577,167475357,8167,16914,13.6,1014.0,0,0
2025-04-09,19426,164265692,8607,17061,13.3,1013.0,0,0
2025-04-10,20387,177249273,8557,17292,13.2,998.0,0,0
2025-04-11,22335,192826926,8470,17301,13.9,1003.0,1,0
2025-04-12,25785,226252441,8922,17602,14.0,1010.0,1,1
2025-04-13,27221,236164842,8689,17703,13.0,980.0,1,1
2025-04-14,20812,175682294,8638,17386,12.9,996.0,0,0
2025-04-15,20380,170496543,8663,17684,13.1,1016.0,0,0
2025-04-16,20964,178748188,8679,17237,11.5,985.0,0,0
2025-04-17,24050,202904830,9366,18199,12.1,1009.0,0,1
2025-04-18,24411,208591339,8272,17289,14.4,985.0,0,1
2025-04-19,27574,243929675,9123,18200,14.6,1012.0,1,1
2025-04-20,25618,224157015,8618,16894,13.1,1005.0,1,1
2025-04-21,21790,190191561,8652,17473,13.8,982.0,0,0
2025-04-22,21030,177814453,8538,17529,13.5,1024.0,0,0
2025-04-23,21478,180997118,9017,17866,15.7,996.0,0,0
2025-04-24,26253,227091469,9295,18189,14.2,995.0,1,0
2025-04-25,22391,196204299,8761,17165,13.2,1011.0,1,0
2025-04-26,23598,207053897,8707,17268,12.5,1025.0,0,1
2025-04-27,25595,220226271,8597,17154,12.0,993.0,1,1
2025-04-28,25125,220811826,9094,18548,13.4,1010.0,1,0
2025-04-29,21343,181031569,9208,18070,12.6,1016.0,0,0
2025-04-30,21119,180083894,8868,17412,12.1,1020.0,0,0
2025-05-01,26387,227786460,8656,17767,12.7,1013.0,1,1
2025-05-02,22104,190647277,9379,18613,12.3,1005.0,0,0
2025-05-03,23038,196734150,9089,17917,14.5,999.0,0,1
2025-05-04,25083,221393407,9137,17922,13.9,1013.0,1,1
2025-05-05,20803,178171990,8853,17735,13.1,996.0,0,0
2025-05-06,23865,204957252,8652,17648,14.3,968.0,1,0
2025-05-07,22767,196731586,9293,18787,13.2,1019.0,0,0
2025-05-08,27555,236217499,9333,19068,12.4,1026.0,1,0
2025-05-09,20934,175177195,8877,17774,14.3,978.0,0,0
2025-05-10,27087,234404095,9453,19005,13.5,999.0,1,1
2025-05-11,23245,196797789,9477,18095,12.3,1023.0,0,1
2025-05-12,22598,195920043,9500,18642,12.9,1045.0,0,0
2025-05-13,23513,200533187,9752,19117,12.4,1015.0,0,0
2025-05-14,22734,196737771,9282,18376,11.9,1004.0,0,0
2025-05-15,22750,193252165,9088,18322,13.8,1013.0,0,0
2025-05-16,23588,202170293,9407,18924,14.6,1037.0,0,0
2025-05-17,26485,232077585,8966,18006,11.9,1007.0,1,1
2025-05-18,26749,229763631,9624,19172,13.5,1005.0,0,1
2025-05-19,22266,189341148,9431,18707,12.5,1010.0,0,0
2025-05-20,22250,189372290,9193,18385,12.6,1003.0,0,0
2025-05-21,23231,197887239,9147,18410,12.5,1020.0,0,0
2025-05-22,22228,186676175,8911,18059,12.3,1043.0,0,0
2025-05-23,20535,175403696,8982,18521,13.0,1024.0,0,0
2025-05-24,27541,239346131,9605,18696,12.3,1015.0,1,1
2025-05-25,27795,243432646,9610,18337,13.1,1015.0,1,1
2025-05-26,21686,185509602,9682,18884,12.9,996.0,0,0
2025-05-27,23722,205343764,9339,19182,12.7,1034.0,0,0
2025-05-28,23068,197238177,9596,18878,12.2,1020.0,0,0
2025-05-29,24276,206239589,9883,19356,12.4,1018.0,0,0
2025-05-30,21947,187733894,9250,18661,13.5,1069.0,0,0
2025-05-31,26427,227103834,9901,19606,13.3,1026.0,0,1
2025-06-01,25275,212302085,9511,19205,12.1,1011.0,0,1
2025-06-02,28463,246521003,10284,19957,12.9,1016.0,1,0
2025-06-03,26851,227885147,10289,20432,13.4,1040.0,0,0
2025-06-04,24169,207283480,9332,19030,11.5,1025.0,0,0
2025-06-05,23395,200914073,9680,19092,13.2,1002.0,0,0
2025-06-06,25029,213986955,9824,19224,12.3,1038.0,0,0
2025-06-07,26207,218817224,9883,19686,13.2,1015.0,0,1
2025-06-08,28489,244905664,10142,20092,12.2,1053.0,1,1
2025-06-09,23044,196438136,9558,19143,11.3,1042.0,0,0
2025-06-10,27354,237525061,9624,19702,11.5,1019.0,1,0
2025-06-11,24146,206296741,9712,19484,12.8,1045.0,0,0
2025-06-12,26086,226820204,10056,19903,12.9,1028.0,1,0
2025-06-13,23697,205527785,10169,20390,12.0,1040.0,0,0
2025-06-14,25299,211488617,9939,19557,13.2,1035.0,0,1
2025-06-15,25190,215735255,9364,18884,11.4,1015.0,0,1
2025-06-16,27790,243889021,10001,20132,12.6,1018.0,1,0
2025-06-17,23481,202035577,9859,19386,11.7,1044.0,0,0
2025-06-18,23162,199475546,9931,19773,12.1,1024.0,0,0
2025-06-19,25828,222423232,10058,20280,12.7,1023.0,0,0
2025-06-20,25336,215163040,10245,20077,12.0,1015.0,0,1
2025-06-21,27048,228741032,9822,19919,12.3,1036.0,0,1
2025-06-22,26367,221111137,9717,19725,13.4,1061.0,0,1
2025-06-23,23452,199631794,8737,18605,12.2,1015.0,0,0
2025-06-24,24283,205882434,10112,20446,13.3,1032.0,0,0
2025-06-25,24007,207435718,10268,20013,11.7,1053.0,0,0
2025-06-26,25273,215276384,10055,20938,13.0,1031.0,0,0
2025-06-27,24230,204933189,10021,20423,13.7,1039.0,0,0
2025-06-28,29277,252494429,10086,19996,10.6,1017.0,1,1
2025-06-29,31378,276730640,9972,20842,11.9,1040.0,1,1
2025-06-30,24178,206499827,10361,20927,13.0,1031.0,0,0
2025-07-01,23920,202805991,10370,20284,12.4,1049.0,0,0
2025-07-02,24732,211522084,10925,21033,12.8,1052.0,0,0
2025-07-03,24273,211188278,10159,20201,12.0,1074.0,0,0
2025-07-04,27717,240859139,10115,20601,12.6,1044.0,1,0
2025-07-05,27741,238212521,10232,20849,12.4,1040.0,0,1
2025-07-06,30330,266216922,10528,20999,13.4,1039.0,1,1
2025-07-07,25496,213964152,10536,20959,12.7,1031.0,0,0
2025-07-08,25053,212715675,10634,20525,12.7,1042.0,0,0
2025-07-09,27836,239761173,10834,21280,12.1,1033.0,0,1
2025-07-10,28523,247086893,10374,20714,12.0,1040.0,1,0
2025-07-11,24649,211403751,10200,20534,12.1,1058.0,0,0
2025-07-12,31120,269026037,10895,20584,12.7,1023.0,1,1
2025-07-13,30386,258445896,11062,21873,12.1,1056.0,0,1
2025-07-14,25360,215484272,10153,20574,12.6,1059.0,0,0
2025-07-15,26246,225402340,10772,21633,14.0,1038.0,0,0
2025-07-16,25155,215228660,10056,20462,13.1,1008.0,0,0
2025-07-17,24801,212037219,10177,21316,12.1,1031.0,0,0
2025-07-18,25764,225068990,10694,21262,13.3,1060.0,0,0
2025-07-19,27878,241483395,11339,21966,12.0,1041.0,0,1
2025-07-20,30556,261789513,10109,20871,10.7,1026.0,1,1
2025-07-21,24451,207980681,10398,20774,11.5,1034.0,0,0
2025-07-22,25297,220932427,10470,21223,10.8,1055.0,0,0
2025-07-23,25194,214050820,11182,22155,12.0,1051.0,0,0
2025-07-24,24273,211534992,10427,20923,12.3,1039.0,0,0
2025-07-25,24522,208622346,9784,20112,13.6,1038.0,0,0
2025-07-26,30181,262108505,10542,21477,12.5,1038.0,1,1
2025-07-27,32311,282400643,10816,21964,12.1,1030.0,1,1
2025-07-28,24571,209742086,10780,21023,12.9,1069.0,0,0
2025-07-29,26861,230347749,11256,21995,10.5,1040.0,0,0
2025-07-30,24810,215098897,10485,21094,12.4,1064.0,0,0
2025-07-31,29311,256730102,11036,21580,12.8,1069.0,1,0
2025-08-01,25362,216921064,11000,22070,11.0,1061.0,0,0
2025-08-02,27111,234830554,10505,21141,13.1,1040.0,0,1
2025-08-03,27668,237984375,10944,21866,12.4,1053.0,0,1
2025-08-04,27719,235191414,11268,22423,11.8,1047.0,0,0
2025-08-05,26984,234358150,10935,22092,12.7,1034.0,0,0
2025-08-06,27961,245006231,10772,21535,14.0,1053.0,1,0
2025-08-07,30175,262091146,11505,22695,12.3,1031.0,1,0
2025-08-08,26255,220192865,11178,22305,12.3,1067.0,0,0
2025-08-09,31166,268197847,10551,21085,11.7,1042.0,1,1
2025-08-10,33107,290862770,11342,22487,11.4,1053.0,1,1
2025-08-11,28122,248570331,11037,21808,12.7,1054.0,1,0
2025-08-12,30443,264983068,11103,22231,11.4,1047.0,1,0
2025-08-13,26659,224121012,11243,22676,12.1,1060.0,0,0
2025-08-14,26225,221782549,11006,21936,11.7,1044.0,0,0
2025-08-15,25844,217491463,10394,21426,12.4,1065.0,0,0
2025-08-16,34204,293445777,11478,23040,12.3,1032.0,1,1
2025-08-17,31792,280339605,10960,22908,12.8,1054.0,1,1
2025-08-18,27560,239461836,10825,22320,11.6,1082.0,0,0
2025-08-19,26561,224564806,11049,22829,11.8,1038.0,0,0
2025-08-20,28818,250978530,11337,22255,11.2,1043.0,1,0
2025-08-21,30159,259843908,11265,22525,11.6,1062.0,1,0
2025-08-22,30053,261477024,10969,22442,12.3,1057.0,1,0
2025-08-23,26705,231331108,11292,22387,12.6,1060.0,0,1
2025-08-24,33355,291736938,11582,22768,11.2,1062.0,1,1
2025-08-25,24820,213652326,11112,22021,12.6,1065.0,0,0
2025-08-26,27033,230465141,11230,22535,13.0,1073.0,0,0
2025-08-27,28593,246626434,11473,22854,12.2,1062.0,0,0
2025-08-28,30255,259513837,12006,23652,13.4,1053.0,0,0
2025-08-29,26438,226597831,10999,22185,11.3,1067.0,0,0
2025-08-30,28640,244295181,11538,23065,10.9,1086.0,0,1
2025-08-31,33924,295046746,11526,23155,10.4,1056.0,1,1
2025-09-01,27120,232140503,10645,21936,13.0,1044.0,0,0
2025-09-02,27453,233342637,11740,23114,12.4,1075.0,0,0
2025-09-03,27674,234736167,12103,23384,11.8,1057.0,0,0
2025-09-04,27455,232400686,11461,23272,12.0,1027.0,0,0
2025-09-05,27396,232073274,11678,22970,10.9,1073.0,0,0
2025-09-06,33212,287977794,11438,23212,13.8,1052.0,1,1
2025-09-07,32450,281178630,11609,23164,11.9,1059.0,1,1
2025-09-08,29475,255362033,11435,22267,11.9,1066.0,1,0
2025-09-09,28510,242009437,11517,23242,12.3,1064.0,0,0
2025-09-10,26514,227024760,11494,22994,12.1,1072.0,0,0
2025-09-11,27234,235300215,11069,22858,11.9,1056.0,0,0
2025-09-12,31148,270806169,12110,24485,11.1,1070.0,1,0
2025-09-13,33873,293826838,11569,23900,12.1,1059.0,1,1
2025-09-14,27832,235776227,11451,22730,13.2,1074.0,0,1
2025-09-15,32031,277890360,11921,23510,12.8,1073.0,1,0
2025-09-16,27970,241175673,12004,24097,13.0,1050.0,0,0
2025-09-17,25870,223050922,11382,22650,11.3,1081.0,0,0
2025-09-18,27975,240780447,11668,23467,10.9,1057.0,0,0
2025-09-19,29702,255415738,11909,23521,11.6,1077.0,0,0
2025-09-20,30097,257768965,11451,22851,11.7,1071.0,0,1
2025-09-21,29021,248574914,11457,23708,12.5,1094.0,0,1
2025-09-22,30958,269695501,12240,24105,10.3,1063.0,1,0
2025-09-23,31986,277109229,12087,24330,12.8,1062.0,1,0
2025-09-24,30072,256846399,11485,23479,11.5,1067.0,0,0
2025-09-25,29215,249821699,12354,24883,11.2,1063.0,0,0
2025-09-26,26520,227766337,10935,22631,10.8,1080.0,0,0
2025-09-27,34966,303455513,11683,23866,10.2,1044.0,1,1
2025-09-28,32872,289675323,11533,23009,12.2,1053.0,1,1
2025-09-29,29492,249315376,11939,23787,11.6,1053.0,0,0
2025-09-30,30735,268840451,11815,23507,10.5,1084.0,1,0
2025-10-01,28886,246544513,12025,24048,10.5,1096.0,0,0
2025-10-02,29668,253251293,11740,23757,11.2,1069.0,0,0
2025-10-03,28111,238386348,11706,23433,12.8,1068.0,0,0
2025-10-04,31195,268268187,11658,23491,11.3,1072.0,0,1
2025-10-05,32253,276545183,12106,24862,10.3,1089.0,0,1
2025-10-06,28244,242799275,11917,24142,11.3,1058.0,0,0
2025-10-07,27807,237773991,11725,23094,11.2,1076.0,0,0
2025-10-08,32987,285826710,12440,24244,9.3,1087.0,1,0
2025-10-09,29318,250150877,12078,23895,11.4,1081.0,0,0
2025-10-10,28896,247558931,12317,24017,11.2,1076.0,0,0
2025-10-11,32933,282008348,12241,24448,12.0,1089.0,1,1
2025-10-12,30249,259896366,12674,24652,12.9,1034.0,0,1
2025-10-13,27225,237349886,12237,23653,12.3,1085.0,0,0
2025-10-14,28605,245168170,11698,24089,11.2,1065.0,0,0
2025-10-15,28426,242107147,11970,23852,10.5,1048.0,0,0
2025-10-16,28262,240988529,12240,24445,13.4,1084.0,0,0
2025-10-17,29789,255718585,11941,24051,11.4,1097.0,0,0
2025-10-18,30139,256739923,12199,24202,11.3,1075.0,0,1
2025-10-19,29899,256969851,12044,24072,11.3,1091.0,0,1
2025-10-20,29188,248851719,11939,24173,11.5,1102.0,0,0
2025-10-21,31007,268085867,12544,25098,11.2,1098.0,0,0
2025-10-22,35306,309577192,12971,25460,10.8,1103.0,1,0
2025-10-23,29940,254919661,12272,24471,10.8,1090.0,0,0
2025-10-24,30473,259938452,12251,24251,11.2,1080.0,0,0
2025-10-25,29361,250578762,11705,23521,10.8,1055.0,0,1
2025-10-26,35581,308496567,12068,23955,10.7,1076.0,1,1
2025-10-27,27764,235167142,11903,24289,11.3,1068.0,0,0
2025-10-28,31521,271866979,11906,24011,11.0,1113.0,1,0
2025-10-29,32452,284419515,12019,24080,12.4,1078.0,1,0
2025-10-30,32051,280696074,12339,25189,9.1,1083.0,1,0
2025-10-31,28685,247057541,12049,24431,12.1,1090.0,0,0
2025-11-01,33628,291782243,12308,24490,12.2,1083.0,1,1
2025-11-02,30793,266632524,12080,24109,9.5,1108.0,0,1
2025-11-03,31303,267104562,12686,25049,10.9,1074.0,0,0
2025-11-04,29362,252388752,12063,24367,10.9,1086.0,0,0
2025-11-05,28809,243172256,12125,24227,10.0,1073.0,0,0
2025-11-06,29251,254238029,11721,23710,10.5,1064.0,1,0
2025-11-07,29859,254564858,12382,24482,10.2,1075.0,0,0
2025-11-08,34839,302084525,12363,24249,12.5,1084.0,1,1
2025-11-09,31203,263653502,12786,25379,11.8,1079.0,0,1
2025-11-10,30618,262735762,12947,25470,12.1,1075.0,0,0
2025-11-11,28991,249545721,11977,23942,11.7,1065.0,0,0
2025-11-12,29691,251970781,12166,24009,10.2,1085.0,0,0
2025-11-13,28857,244053817,12236,24442,10.6,1064.0,0,0
2025-11-14,28428,241199117,11886,24182,11.4,1099.0,0,0
2025-11-15,34395,299437497,12404,24709,10.1,1089.0,1,1
2025-11-16,35469,306359293,12024,24446,11.6,1066.0,1,1
2025-11-17,30653,261366370,12847,24758,10.8,1084.0,0,0
2025-11-18,32252,273073079,12500,25134,10.7,1078.0,0,1
2025-11-19,32848,289260573,12180,24102,11.6,1094.0,1,0
2025-11-20,31383,273011897,12567,25139,11.3,1110.0,1,0
2025-11-21,29880,257341431,11895,24284,10.7,1062.0,0,0
2025-11-22,35090,305343340,12485,25730,11.9,1092.0,1,1
2025-11-23,34089,290760740,12886,25472,10.1,1088.0,0,1
2025-11-24,31792,276145675,12615,24611,11.4,1101.0,1,0
2025-11-25,31458,272037513,11949,24192,11.4,1095.0,1,0
2025-11-26,29479,250751574,11719,24101,10.7,1081.0,0,0
2025-11-27,33780,291202395,12495,25120,11.2,1088.0,1,0
2025-11-28,29359,248398768,12149,24673,9.9,1081.0,0,0
2025-11-29,35594,312830751,12447,25155,11.6,1109.0,1,1
2025-11-30,33463,286087325,13021,25798,10.7,1094.0,0,1
2025-12-01,32603,286178934,12147,24314,10.4,1122.0,1,0
2025-12-02,28690,243369875,11878,24087,11.7,1093.0,0,0
2025-12-03,30273,255901293,12518,24800,10.3,1084.0,0,0
2025-12-04,31567,267435944,12773,25279,9.7,1072.0,0,0
2025-12-05,31212,270525856,12052,24238,9.6,1068.0,1,0
2025-12-06,34108,296063000,12391,24727,11.3,1072.0,1,1
2025-12-07,35606,308449127,12802,25395,9.8,1100.0,1,1
2025-12-08,32938,284530618,12032,23894,12.2,1104.0,1,1
2025-12-09,28459,243149930,12423,24829,9.1,1073.0,0,0
2025-12-10,30315,259139272,12507,24441,12.1,1111.0,0,0
2025-12-11,28052,240937553,12503,24772,10.9,1091.0,0,0
2025-12-12,29865,257893365,12442,25064,10.7,1100.0,0,0
2025-12-13,32501,276653712,12320,24818,10.3,1123.0,0,1
2025-12-14,34366,300653961,11989,24201,11.0,1112.0,1,1
2025-12-15,29143,248942375,12353,24453,10.7,1095.0,0,0
2025-12-16,29729,250727862,12583,25415,11.6,1086.0,0,0
2025-12-17,30217,261479042,12347,24863,10.8,1068.0,0,0
2025-12-18,29457,256019573,12770,25116,10.8,1090.0,0,0
2025-12-19,33103,288711693,12447,24817,10.4,1098.0,1,0
2025-12-20,35333,306597070,12786,25093,10.6,1087.0,1,1
2025-12-21,34614,299776190,12403,24486,10.9,1100.0,1,1
2025-12-22,28752,244567104,11912,24295,9.3,1103.0,0,0
2025-12-23,31805,273862903,12508,25056,9.5,1099.0,0,0
2025-12-24,30674,261787454,12814,25232,11.2,1093.0,0,0
2025-12-25,33935,297901380,11859,24206,10.7,1106.0,1,1
2025-12-26,29565,252482225,12268,24369,10.4,1110.0,0,0
2025-12-27,30972,263525307,12277,24569,10.6,1088.0,0,1
2025-12-28,32347,274872899,12376,25453,10.8,1126.0,0,1
2025-12-29,31925,270978068,12483,24918,10.1,1103.0,0,0
2025-12-30,28257,242318792,11816,23967,9.9,1106.0,0,0
2025-12-31,29538,249600013,12053,24574,10.7,1116.0,0,0
2026-01-01,31134,264112325,12247,24490,9.7,1110.0,0,1
2026-01-02,28101,242628465,11622,24017,10.8,1121.0,0,0
2026-01-03,34900,300851901,12137,24543,9.1,1111.0,1,1
2026-01-04,31468,270301410,12731,24441,11.3,1098.0,0,1
2026-01-05,30114,252955976,12328,24395,10.9,1113.0,0,0
2026-01-06,32993,289431674,12005,24363,10.7,1091.0,1,0
2026-01-07,31182,263616536,12927,25292,11.2,1110.0,0,0
2026-01-08,28613,242565713,11984,24364,11.8,1108.0,0,0
2026-01-09,30094,258265685,12169,24559,11.2,1106.0,0,0
2026-01-10,35036,304454816,12017,24494,8.9,1108.0,1,1
2026-01-11,30402,261288975,12181,24259,9.4,1082.0,0,1
2026-01-12,32303,278120975,12544,24540,9.9,1102.0,1,0
2026-01-13,28370,241683389,12060,24520,10.4,1112.0,0,0
2026-01-14,30065,255431344,11845,24515,10.8,1113.0,0,0
2026-01-15,29481,249464122,12235,24033,9.8,1096.0,0,0
2026-01-16,30473,261343295,12484,24346,10.5,1131.0,0,0
2026-01-17,31706,272486103,12009,24816,9.7,1099.0,0,1
2026-01-18,34672,300165268,12258,24332,9.8,1127.0,1,1
2026-01-19,30289,261620923,12290,24489,9.2,1119.0,0,0
2026-01-20,28880,245012600,12081,24477,9.6,1104.0,0,0
2026-01-21,28895,249744435,12015,24588,9.2,1140.0,0,0
2026-01-22,29104,249604478,12520,24644,9.5,1096.0,0,0
2026-01-23,31948,275238866,12167,24262,11.1,1128.0,1,0
2026-01-24,33070,291188049,11990,23878,9.5,1130.0,1,1
2026-01-25,33016,285852045,11730,23708,12.4,1105.0,1,1
2026-01-26,30592,263579235,12245,24811,10.6,1137.0,0,0
2026-01-27,29639,253334798,11845,24671,10.4,1112.0,0,0
2026-01-28,29870,255764882,12251,24594,9.5,1121.0,0,0
2026-01-29,29261,251641914,12617,24658,10.8,1121.0,0,0
2026-01-30,28603,245932202,11899,24154,9.7,1115.0,0,0
2026-01-31,34027,294675207,11648,23905,10.3,1130.0,1,1
2026-02-01,30666,262854331,11942,23710,12.2,1130.0,0,1
2026-02-02,29096,249321200,11943,23637,10.1,1092.0,0,0
2026-02-03,33879,294536622,12268,24770,11.1,1138.0,1,0
2026-02-04,31235,271184867,11880,23899,9.6,1094.0,1,0
2026-02-05,33387,290347630,12380,24654,10.1,1135.0,1,0
2026-02-06,28067,243641581,11976,24014,11.5,1137.0,0,0
2026-02-07,32269,274800445,12075,23750,9.6,1104.0,0,1
2026-02-08,32709,286554675,12248,23522,11.6,1115.0,1,1
2026-02-09,29170,247810727,11536,23756,10.7,1105.0,0,0
2026-02-10,28929,245251871,12615,24739,9.6,1118.0,0,0
2026-02-11,28152,246961799,11755,23468,10.6,1117.0,0,0
2026-02-12,34408,299682048,12802,25048,10.8,1134.0,1,0
2026-02-13,27719,237888527,11919,23549,10.5,1142.0,0,0
2026-02-14,36065,313886956,12174,24323,8.8,1144.0,1,1
2026-02-15,30733,265160099,12080,23855,9.4,1115.0,0,1
2026-02-16,29388,251734620,11794,23746,9.8,1121.0,0,0
2026-02-17,28331,243544944,11470,23249,9.9,1099.0,0,0
2026-02-18,29054,245954863,12069,23814,10.5,1113.0,0,0
2026-02-19,26888,231655847,11462,23262,10.1,1140.0,0,0
2026-02-20,27312,232828479,11618,22979,8.9,1150.0,0,0
2026-02-21,34696,302366485,11935,23857,10.3,1107.0,1,1
2026-02-22,32986,283067760,11263,23458,10.4,1117.0,1,1
2026-02-23,29738,255159359,12183,24595,10.4,1126.0,0,0
2026-02-24,27951,234230707,12182,24230,10.8,1131.0,0,0
2026-02-25,29149,248329669,12197,24556,10.6,1115.0,0,0
2026-02-26,29025,244435397,11163,23344,10.3,1134.0,0,0
2026-02-27,27561,236655573,12129,23729,9.8,1121.0,0,0
2026-02-28,32480,282346540,11198,22328,8.6,1128.0,1,1
2026-03-01,30425,258207925,11826,23474,10.2,1137.0,0,1
2026-03-02,28292,244480816,11725,23640,10.0,1130.0,0,0
2026-03-03,28261,239548167,11928,23644,10.1,1123.0,0,0
2026-03-04,27946,232607612,12128,23522,8.8,1129.0,0,0
2026-03-05,28055,240623770,11629,23553,9.0,1129.0,0,0
2026-03-06,27423,230688303,11403,22139,10.7,1126.0,0,0
2026-03-07,30086,255128981,11879,23599,9.8,1128.0,0,1
2026-03-08,34987,302510807,11670,23688,10.3,1156.0,1,1
2026-03-09,32263,277528512,12488,24091,9.8,1141.0,1,0
2026-03-10,27950,237715545,11869,23582,9.8,1128.0,0,0
2026-03-11,31861,274150936,11789,23307,10.5,1143.0,1,0
2026-03-12,32292,280934766,11896,23900,9.3,1128.0,1,0
2026-03-13,25365,214296009,10913,22144,9.8,1151.0,0,0
2026-03-14,31934,277639293,11554,23040,9.4,1140.0,1,1
2026-03-15,29489,254113515,11761,22890,9.4,1133.0,0,1
2026-03-16,26723,229852246,11553,23230,9.5,1142.0,0,0
2026-03-17,28331,241762079,11056,22123,9.9,1112.0,0,0
2026-03-18,29397,249016025,12219,23856,9.3,1119.0,0,0
2026-03-19,27756,237362354,11463,23046,10.7,1118.0,0,0
2026-03-20,30806,266598562,11755,23305,9.0,1139.0,1,0
2026-03-21,29515,252442747,11791,23232,9.5,1163.0,0,1
2026-03-22,29017,244384930,11824,23726,9.3,1171.0,0,1
2026-03-23,25294,217760522,11131,22138,10.8,1147.0,0,0
2026-03-24,31354,267721433,11682,23099,9.8,1146.0,0,1
2026-03-25,29678,257791033,11715,23590,10.4,1111.0,0,0
2026-03-26,30183,265298623,11634,22942,8.4,1131.0,1,0
2026-03-27,27826,238780374,11135,22489,9.8,1127.0,0,0
2026-03-28,29683,253187514,11183,22637,10.3,1130.0,0,1
2026-03-29,32874,284107791,11053,22717,9.6,1138.0,1,1
2026-03-30,29004,254551819,11162,22526,10.4,1133.0,1,0
2026-03-31,26007,221711560,11229,22785,9.1,1111.0,0,0
2026-04-01,29368,253116729,11714,23589,10.7,1152.0,0,0
2026-04-02,27541,236026146,11377,22510,11.4,1126.0,0,1
2026-04-03,29043,248827494,10924,22539,9.2,1146.0,0,1
2026-04-04,29406,252314052,11098,22986,9.1,1174.0,0,1
2026-04-05,28916,245075746,11172,22643,10.7,1129.0,0,1
2026-04-06,26810,226945728,11112,22040,10.7,1105.0,0,0
2026-04-07,26749,226392081,11382,22648,9.1,1139.0,0,0
2026-04-08,30556,267980994,11148,22603,9.1,1160.0,1,0
2026-04-09,27967,237002057,11791,23114,9.2,1174.0,0,0
2026-04-10,28328,240271681,10925,22114,8.4,1126.0,0,0
2026-04-11,31685,276550534,11625,23065,8.7,1153.0,1,1
2026-04-12,32136,278790902,11177,22499,8.6,1139.0,1,1
2026-04-13,29821,258862912,10810,21968,8.8,1144.0,1,0
2026-04-14,26124,222306890,10800,21842,9.4,1186.0,0,0
2026-04-15,27167,227392237,11865,23437,9.6,1124.0,0,0
2026-04-16,27958,236860237,11254,22364,10.6,1151.0,0,0
2026-04-17,27849,240234626,11637,22887,8.6,1155.0,0,0
2026-04-18,29950,259660204,10842,21539,10.1,1164.0,1,1
2026-04-19,33889,290405521,11521,23686,9.2,1150.0,1,1
2026-04-20,28822,244124012,11817,22788,9.3,1153.0,0,0
2026-04-21,29711,259406208,11169,22188,9.9,1143.0,1,0
2026-04-22,26679,228604569,11172,22138,8.4,1153.0,0,0
2026-04-23,28529,243052939,11241,22633,9.6,1145.0,0,0
2026-04-24,29434,254970592,11512,22579,9.4,1160.0,1,0
2026-04-25,33264,286084608,10934,22306,9.7,1145.0,1,1
2026-04-26,29528,252881370,11219,22195,9.5,1157.0,0,1
2026-04-27,26310,226461741,10807,22445,11.2,1151.0,0,0
2026-04-28,25105,217139260,10770,21269,8.7,1169.0,0,0
2026-04-29,26010,220014825,10749,21929,8.8,1151.0,0,0
2026-04-30,24166,209268046,10689,21267,8.7,1126.0,0,0
2026-05-01,32167,279478276,11455,22368,8.8,1172.0,1,1
2026-05-02,27454,234552144,11016,21703,8.7,1140.0,0,1
2026-05-03,27829,239477684,10860,21231,10.1,1144.0,0,1
2026-05-04,24997,212537592,11022,21596,10.3,1145.0,0,0
2026-05-05,27308,228965394,10917,22043,8.7,1175.0,0,0
2026-05-06,26913,231293223,11041,21842,8.5,1123.0,0,0
2026-05-07,25156,215725141,10322,21334,9.5,1202.0,0,0
